Extruder temperature zone 1,Extruder temperature zone 2,Extruder temperature zone 3,Extruder pressure,Chiller temperature,Streighthening temperature,Rolling velocity,Extruder signal zone 1,Extruder signal zone 2,Extruder signal zone 3,Extruder signal pressure,Chiller signal,Streighthening signal,Rolling signal,Defect
188.1,214.7,198.6,54.2,32.4,59.8,3.4,1,1,0,0,0,1,1,1
209.1,198.0,196.0,35.6,19.1,54.4,2.4,0,0,0,0,1,1,1,0
208.1,195.2,207.8,21.6,23.4,20.2,2.4,0,0,0,0,0,0,1,0
185.1,188.1,187.7,83.7,9.0,58.2,1.0,1,1,1,0,1,1,0,0
183.6,185.9,181.8,103.7,7.1,16.6,0.5,1,1,1,1,1,1,0,0
189.0,209.4,180.6,98.9,18.5,65.1,2.5,1,0,1,0,1,1,1,0
218.0,201.8,201.1,82.0,8.2,43.1,2.1,1,0,0,0,1,0,1,1
184.5,189.2,182.7,59.0,22.5,38.7,4.5,1,1,1,0,0,0,1,1
206.9,219.0,209.3,111.2,36.9,62.5,4.1,0,1,0,1,0,1,1,0
205.3,204.1,202.3,102.7,38.0,27.6,2.1,0,0,0,1,0,0,1,0
219.1,205.8,183.9,57.4,11.6,24.9,0.5,1,0,1,0,1,0,0,0
196.6,197.2,186.7,14.7,50.3,36.5,4.1,0,0,1,0,1,0,1,1
213.8,186.5,215.6,37.6,17.4,51.6,0.6,1,1,1,0,1,1,0,1
208.8,184.8,209.8,23.6,62.4,27.7,3.3,0,1,0,0,1,0,1,1
210.5,214.1,205.0,21.7,60.5,67.4,4.2,1,1,0,0,1,1,1,1
188.8,216.1,196.5,61.5,18.9,43.8,1.1,1,1,0,0,1,0,0,0
193.6,189.0,196.9,72.1,42.1,53.2,1.7,0,1,0,0,0,1,0,1
195.1,185.8,198.5,35.4,58.6,13.4,4.7,0,1,0,0,1,1,1,0
202.9,209.4,181.6,19.2,19.0,55.2,3.7,0,0,1,0,1,1,1,1
202.9,217.8,205.2,106.7,11.0,65.5,1.3,0,1,0,1,1,1,0,1
191.7,215.2,186.2,26.3,53.1,46.7,0.9,0,1,1,0,1,0,0,0
187.1,180.0,204.5,40.5,38.5,67.0,3.2,1,1,0,0,0,1,1,1
219.3,188.5,214.9,76.2,49.0,21.9,2.1,1,1,1,0,0,0,1,1
219.2,204.0,213.3,92.7,15.5,50.8,1.6,1,0,1,0,1,1,0,0
215.8,205.4,209.5,86.9,32.3,42.2,3.8,1,0,0,0,0,0,1,0
211.7,200.9,214.3,83.0,48.0,52.3,1.7,1,0,1,0,0,1,0,1
181.4,190.6,180.2,81.2,39.7,41.8,0.6,1,0,1,0,0,0,0,0
219.8,211.7,215.1,27.2,45.9,53.6,1.3,1,1,1,0,0,1,0,1
187.6,218.6,213.4,79.8,52.2,66.2,1.9,1,1,1,0,1,1,0,1
195.4,216.3,203.3,84.2,27.8,17.6,3.6,0,1,0,0,0,1,1,1
183.1,214.9,206.9,88.5,37.8,63.4,3.2,1,1,0,0,0,1,1,1
180.3,183.0,212.3,20.7,53.4,49.2,4.8,1,1,1,0,1,0,1,1
199.7,209.0,218.0,45.2,54.8,16.3,3.2,0,0,1,0,1,1,1,1
183.7,199.6,218.2,39.6,65.7,51.5,4.1,1,0,1,0,1,1,1,1
192.8,191.8,207.4,74.5,18.4,29.9,2.9,0,0,0,0,1,0,1,0
203.2,180.1,203.9,77.6,28.5,21.7,4.7,0,1,0,0,0,0,1,1
185.5,186.4,219.8,111.7,13.4,22.5,1.6,1,1,1,1,1,0,0,1
198.3,190.7,186.9,93.1,63.2,25.7,3.9,0,0,1,0,1,0,1,0
219.7,188.1,188.4,99.8,9.1,36.5,1.7,1,1,1,0,1,0,0,1
213.4,183.3,205.8,59.9,68.9,45.3,1.8,1,1,0,0,1,0,0,1
215.0,200.2,198.6,42.3,64.4,67.1,4.0,1,0,0,0,1,1,1,0
218.0,201.8,181.9,13.6,7.4,59.4,1.1,1,0,1,0,1,1,0,0
202.1,197.2,189.0,88.7,60.9,12.9,4.9,0,0,1,0,1,1,1,0
203.6,193.5,219.9,89.1,48.5,32.9,1.6,0,0,1,0,0,0,0,1
185.8,210.7,190.7,0.9,69.2,42.6,0.7,1,1,0,1,1,0,0,1
190.3,217.1,180.5,76.2,60.6,16.2,2.7,0,1,1,0,1,1,1,1
209.2,211.1,192.3,57.2,43.7,20.0,0.1,0,1,0,0,0,0,0,0
202.0,202.2,212.5,45.0,12.3,20.5,4.3,0,0,1,0,1,0,1,1
201.3,219.5,182.7,36.6,67.0,69.5,4.5,0,1,1,0,1,1,1,1
219.3,203.8,196.1,97.8,15.5,69.6,2.1,1,0,0,0,1,1,1,0
181.5,190.0,183.2,27.6,60.8,30.6,0.6,1,0,1,0,1,0,0,0
201.1,209.9,215.2,16.3,67.6,44.7,2.3,0,0,1,0,1,0,1,0
180.9,192.8,212.3,34.7,45.1,66.8,3.7,1,0,1,0,0,1,1,0
196.3,181.6,193.4,88.4,25.7,58.0,1.0,0,1,0,0,0,1,0,0
192.8,186.3,194.6,109.8,7.2,32.8,3.5,0,1,0,1,1,0,1,0
186.4,183.8,211.7,87.0,53.9,14.2,1.0,1,1,1,0,1,1,0,0
196.4,214.8,196.8,78.6,14.1,20.5,4.3,0,1,0,0,1,0,1,0
202.0,188.8,180.8,30.6,17.3,54.5,2.5,0,1,1,0,1,1,1,1
204.2,219.0,210.3,69.1,8.1,33.2,2.3,0,1,1,0,1,0,1,1
187.3,203.8,191.8,106.6,54.2,39.9,4.5,1,0,0,1,1,0,1,1
208.5,215.8,207.6,12.7,32.4,70.0,4.2,0,1,0,0,0,1,1,1
216.8,189.2,195.8,49.4,49.1,18.4,4.3,1,1,0,0,0,1,1,1
200.1,218.8,216.3,89.8,9.1,36.9,3.4,0,1,1,0,1,0,1,0
191.0,217.5,180.9,39.6,8.5,29.1,2.6,0,1,1,0,1,0,1,1
198.7,205.9,182.9,100.7,8.1,21.8,3.6,0,0,1,1,1,0,1,0
205.8,211.1,213.7,60.4,68.0,15.6,3.6,0,1,1,0,1,1,1,1
199.3,202.3,189.5,49.1,12.0,22.1,1.6,0,0,1,0,1,0,0,0
214.6,195.4,204.8,26.0,11.2,50.8,3.0,1,0,0,0,1,1,1,0
191.4,207.4,219.1,117.4,53.9,60.5,0.9,0,0,1,1,1,1,0,1
195.2,217.7,183.2,36.4,42.4,69.4,0.3,0,1,1,0,0,1,0,0
205.8,186.0,180.8,59.3,41.4,13.0,1.4,0,1,1,0,0,1,0,1
185.5,202.6,202.1,30.8,63.5,38.5,3.7,1,0,0,0,1,0,1,1
214.1,187.6,200.2,7.3,22.7,15.2,4.6,1,1,0,1,0,1,1,1
185.0,209.6,188.9,17.6,62.1,28.9,0.8,1,0,1,0,1,0,0,1
217.9,219.2,219.7,4.8,14.1,20.6,3.1,1,1,1,1,1,0,1,0
202.4,198.9,198.8,53.0,54.2,11.3,2.8,0,0,0,0,1,1,1,1
195.0,184.3,205.0,104.8,62.4,55.9,3.7,0,1,0,1,1,1,1,1
216.9,216.6,217.4,70.8,62.7,42.4,1.4,1,1,1,0,1,0,0,0
183.3,210.8,180.1,118.6,26.8,37.0,1.0,1,1,1,1,0,0,0,1
202.7,189.1,195.8,8.8,53.0,60.8,1.1,0,1,0,1,1,1,0,1
203.0,207.1,181.5,40.6,30.7,17.4,0.3,0,0,1,0,0,1,0,1
200.6,185.2,186.8,13.6,64.8,57.4,4.8,0,1,1,0,1,1,1,1
189.2,218.9,182.5,3.6,14.8,49.4,0.7,1,1,1,1,1,0,0,0
180.4,196.2,219.1,11.4,40.8,33.6,2.8,1,0,1,0,0,0,1,1
207.5,217.3,200.4,1.6,11.4,62.3,4.3,0,1,0,1,1,1,1,0
197.0,217.7,212.7,36.6,20.6,20.0,2.8,0,1,1,0,0,0,1,0
193.1,211.9,205.3,21.5,44.5,23.4,1.2,0,1,0,0,0,0,0,1
200.8,214.0,192.5,72.9,51.7,45.0,2.7,0,1,0,0,1,0,1,1
207.4,217.3,190.1,39.1,60.3,38.8,1.7,0,1,0,0,1,0,0,0
216.9,204.6,180.8,89.8,49.7,57.2,0.2,1,0,1,0,0,1,0,0
208.1,189.2,210.9,65.5,50.7,69.6,3.3,0,1,1,0,1,1,1,0
214.2,209.3,214.9,68.5,60.7,58.5,2.5,1,0,1,0,1,1,1,1
209.7,219.3,183.7,72.5,68.8,50.6,2.2,0,1,1,0,1,1,1,0
208.4,216.8,192.4,7.8,38.9,36.4,2.8,0,1,0,1,0,0,1,1
201.3,181.6,198.8,105.1,30.8,28.0,3.9,0,1,0,1,0,0,1,0
209.3,194.2,205.3,100.1,6.6,60.8,4.8,0,0,0,1,1,1,1,0
196.3,188.8,216.5,17.2,42.9,41.6,2.2,0,1,1,0,0,0,1,1
191.0,204.2,196.2,54.9,64.8,52.4,3.8,0,0,0,0,1,1,1,0
205.7,205.7,212.3,101.5,42.8,28.5,3.4,0,0,1,1,0,0,1,1
188.0,213.1,185.8,8.6,33.5,25.6,1.0,1,1,1,1,0,0,0,0
202.1,216.1,217.5,7.3,30.7,39.1,0.7,0,1,1,1,0,0,0,0
184.8,204.5,182.9,37.9,48.1,58.0,3.5,1,0,1,0,0,1,1,0
191.6,184.4,202.7,47.0,28.8,26.5,3.2,0,1,0,0,0,0,1,1
207.6,210.8,217.1,32.5,26.1,19.0,2.4,0,1,1,0,0,1,1,1
196.2,189.3,193.1,19.4,58.5,31.8,4.3,0,1,0,0,1,0,1,1
218.6,219.4,187.2,109.7,37.6,25.6,3.0,1,1,1,1,0,0,1,0
216.1,192.4,209.3,38.8,14.1,51.4,2.5,1,0,0,0,1,1,1,1
187.0,183.7,196.6,97.6,14.4,37.5,1.5,1,1,0,0,1,0,0,1
190.3,203.7,197.9,62.6,37.2,16.7,4.0,0,0,0,0,0,1,1,0
208.5,184.3,211.7,18.2,7.3,65.6,3.4,0,1,1,0,1,1,1,1
187.4,201.5,189.0,17.3,45.5,42.1,2.2,1,0,1,0,0,0,1,0
206.0,187.3,210.9,55.6,22.1,58.7,4.8,0,1,1,0,0,1,1,1
212.5,200.0,197.2,66.6,32.5,11.6,3.3,1,0,0,0,0,1,1,1
198.6,194.9,183.1,117.6,64.8,37.8,3.8,0,0,1,1,1,0,1,1
186.3,186.5,203.0,63.3,13.0,62.7,4.2,1,1,0,0,1,1,1,1
211.9,187.4,198.3,101.1,25.1,12.6,1.9,1,1,0,1,0,1,0,0
213.2,198.3,188.8,92.0,41.0,49.2,2.1,1,0,1,0,0,0,1,1
214.2,192.4,216.8,99.2,49.5,10.9,3.5,1,0,1,0,0,1,1,0
187.6,189.5,191.6,108.8,47.7,26.3,2.2,1,1,0,1,0,0,1,1
195.4,185.5,192.1,58.8,32.2,29.1,2.9,0,1,0,0,0,0,1,1
216.2,198.2,207.3,98.5,20.2,68.2,3.0,1,0,0,0,0,1,1,0
197.0,209.7,215.4,91.4,49.9,25.4,4.1,0,0,1,0,0,0,1,0
218.7,183.1,193.0,40.7,31.4,20.8,4.0,1,1,0,0,0,0,1,0
190.3,206.4,194.1,107.1,62.7,55.3,4.2,0,0,0,1,1,1,1,1
200.7,196.8,205.7,23.7,65.9,15.5,4.3,0,0,0,0,1,1,1,1
183.1,183.5,212.3,37.8,53.5,57.3,1.6,1,1,1,0,1,1,0,0
218.2,191.3,204.8,90.3,63.9,19.3,4.6,1,0,0,0,1,1,1,0
213.8,181.0,185.5,21.4,47.6,44.1,2.4,1,1,1,0,0,0,1,1
193.3,183.8,214.0,102.3,60.2,41.2,3.1,0,1,1,1,1,0,1,0
208.6,204.7,198.1,89.1,67.6,23.0,4.1,0,0,0,0,1,0,1,0
216.4,187.3,189.4,95.9,15.0,14.5,1.1,1,1,1,0,1,1,0,0
186.0,199.0,185.8,86.7,54.6,38.9,3.3,1,0,1,0,1,0,1,0
190.3,185.0,206.1,64.1,35.6,47.1,4.0,0,1,0,0,0,0,1,0
205.3,192.1,214.2,85.2,64.3,69.6,4.5,0,0,1,0,1,1,1,0
219.8,207.2,186.6,6.8,6.2,26.0,2.5,1,0,1,1,1,0,1,0
212.8,202.9,190.6,41.1,29.7,23.3,1.5,1,0,0,0,0,0,0,0
192.7,186.5,181.9,119.0,66.1,50.5,1.0,0,1,1,1,1,1,0,1
216.1,181.0,218.0,82.9,11.2,26.6,4.7,1,1,1,0,1,0,1,0
186.8,216.2,201.5,58.5,54.4,39.0,3.4,1,1,0,0,1,0,1,1
210.4,181.1,181.0,21.9,37.6,18.6,3.0,1,1,1,0,0,1,1,1
203.2,181.8,197.2,16.3,62.1,66.3,3.8,0,1,0,0,1,1,1,0
190.6,202.7,187.1,92.9,50.3,31.7,2.2,0,0,1,0,1,0,1,0
192.5,215.3,199.4,72.2,53.1,36.9,3.5,0,1,0,0,1,0,1,1
191.6,186.8,212.4,90.0,45.6,66.3,4.2,0,1,1,0,0,1,1,0
191.3,181.5,213.1,10.0,39.6,60.5,4.7,0,1,1,0,0,1,1,0
214.0,198.5,208.9,46.0,38.3,61.3,2.3,1,0,0,0,0,1,1,1
215.9,201.8,220.0,115.5,14.8,65.3,3.3,1,0,1,1,1,1,1,0
182.2,201.2,193.7,99.0,35.3,59.9,0.5,1,0,0,0,0,1,0,0
209.0,188.3,188.0,27.1,69.4,48.5,4.0,0,1,1,0,1,0,1,1
186.4,205.8,188.4,42.9,37.8,61.1,2.0,1,0,1,0,0,1,0,0
208.0,186.9,183.0,41.4,57.3,41.8,1.3,0,1,1,0,1,0,0,1
208.7,190.2,194.0,113.4,69.3,50.1,0.7,0,0,0,1,1,1,0,0
195.8,184.6,208.9,110.7,32.6,41.5,2.6,0,1,0,1,0,0,1,1
212.0,215.8,187.4,70.5,58.8,69.8,5.0,1,1,1,0,1,1,1,1
202.3,203.1,198.2,18.0,56.7,56.3,1.4,0,0,0,0,1,1,0,1
200.9,215.8,204.5,114.9,54.8,39.9,3.8,0,1,0,1,1,0,1,1
211.5,199.0,183.1,73.3,40.6,66.0,2.3,1,0,1,0,0,1,1,0
208.7,196.4,203.1,32.9,27.6,58.9,2.8,0,0,0,0,0,1,1,0
206.6,203.2,207.1,93.1,17.2,14.5,1.5,0,0,0,0,1,1,0,1
205.1,184.3,206.1,3.9,18.5,31.6,2.9,0,1,0,1,1,0,1,1
211.4,195.4,181.6,87.0,22.8,27.1,3.1,1,0,1,0,0,0,1,0
194.4,214.7,193.2,73.1,43.5,14.6,2.0,0,1,0,0,0,1,0,0
193.4,205.2,219.0,3.3,47.1,44.9,3.8,0,0,1,1,0,0,1,0
213.7,198.1,193.3,36.1,45.6,48.0,0.2,1,0,0,0,0,0,0,0
207.8,184.8,189.6,8.0,39.4,48.6,2.1,0,1,1,1,0,0,1,1
202.4,203.7,205.8,32.6,24.5,29.9,1.6,0,0,0,0,0,0,0,0
189.6,182.8,214.8,25.3,35.4,57.3,2.1,1,1,1,0,0,1,1,1
203.4,183.8,185.6,73.7,58.2,32.7,0.7,0,1,1,0,1,0,0,1
204.0,216.8,205.0,83.4,18.1,52.0,0.7,0,1,0,0,1,1,0,0
183.6,194.8,214.0,7.1,38.7,55.4,0.8,1,0,1,1,0,1,0,1
185.7,206.5,205.6,101.6,23.5,25.6,2.8,1,0,0,1,0,0,1,1
194.6,199.5,199.8,10.2,61.2,47.5,4.0,0,0,0,0,1,0,1,1
206.1,214.7,207.3,110.8,45.4,25.1,2.0,0,1,0,1,0,0,0,1
216.7,206.2,205.2,92.8,31.5,46.6,0.3,1,0,0,0,0,0,0,0
196.4,216.4,212.3,49.0,12.3,32.9,4.5,0,1,1,0,1,0,1,0
188.1,189.4,196.3,91.8,13.9,15.7,2.7,1,1,0,0,1,1,1,1
217.4,204.3,197.1,79.8,67.9,50.2,2.5,1,0,0,0,1,1,1,1
183.3,198.1,207.9,28.9,46.9,67.9,2.1,1,0,0,0,0,1,1,0
216.3,214.0,200.7,98.0,53.1,52.8,0.4,1,1,0,0,1,1,0,0
187.5,205.4,189.9,44.7,51.4,65.5,1.8,1,0,1,0,1,1,0,1
197.2,206.8,188.2,56.9,11.9,50.3,3.9,0,0,1,0,1,1,1,0
190.9,219.8,181.0,5.0,69.3,30.8,4.3,0,1,1,1,1,0,1,0
181.6,204.6,206.8,86.0,9.6,18.5,1.6,1,0,0,0,1,1,0,0
198.9,192.6,218.8,45.2,12.1,67.0,0.5,0,0,1,0,1,1,0,1
210.0,187.2,209.5,5.0,26.2,23.0,4.0,0,1,0,1,0,0,1,0
200.4,184.7,192.8,70.1,62.6,18.5,3.7,0,1,0,0,1,1,1,0
217.9,209.6,190.2,38.6,16.1,21.5,4.3,1,0,0,0,1,0,1,1
218.5,215.6,212.7,69.7,19.3,10.8,4.7,1,1,1,0,1,1,1,0
217.6,187.5,210.7,101.4,48.5,48.4,3.6,1,1,1,1,0,0,1,1
182.2,218.4,190.9,19.6,52.4,66.8,4.5,1,1,0,0,1,1,1,0
180.3,213.5,193.4,44.9,47.0,32.5,1.0,1,1,0,0,0,0,0,0
204.9,192.9,182.8,114.4,69.4,25.3,0.7,0,0,1,1,1,0,0,1
195.1,212.0,196.6,86.3,5.2,42.8,4.8,0,1,0,0,1,0,1,1
183.7,181.5,217.3,98.2,38.2,53.1,1.6,1,1,1,0,0,1,0,0
219.1,181.5,216.7,46.0,27.6,35.5,0.9,1,1,1,0,0,0,0,1
198.0,209.0,218.2,110.7,37.0,27.0,1.2,0,0,1,1,0,0,0,1
216.0,218.8,194.3,90.6,25.0,43.4,0.8,1,1,0,0,0,0,0,0
188.6,199.1,204.2,105.2,54.4,25.1,1.8,1,0,0,1,1,0,0,1
210.3,211.6,191.6,15.3,56.7,32.0,3.1,1,1,0,0,1,0,1,1
205.8,217.0,214.5,90.9,39.0,69.7,3.5,0,1,1,0,0,1,1,0
192.5,202.3,199.1,1.4,9.2,21.5,1.4,0,0,0,1,1,0,0,0
206.3,204.2,196.7,27.6,68.9,59.7,3.6,0,0,0,0,1,1,1,0
211.5,213.2,187.4,48.3,55.9,20.5,4.9,1,1,1,0,1,0,1,0
208.0,191.9,204.4,48.2,66.0,60.0,2.3,0,0,0,0,1,1,1,0
208.1,180.1,206.3,33.2,55.6,25.6,2.4,0,1,0,0,1,0,1,0
218.7,200.5,203.5,108.1,59.0,17.1,1.0,1,0,0,1,1,1,0,1
204.2,185.2,204.4,8.3,62.4,11.1,4.5,0,1,0,1,1,1,1,1
202.7,208.5,189.4,70.4,9.1,22.8,3.0,0,0,1,0,1,0,1,0
198.3,215.0,191.6,52.6,10.6,25.2,3.1,0,1,0,0,1,0,1,1
211.6,211.1,213.4,112.9,64.1,11.2,1.9,1,1,1,1,1,1,0,1
206.6,195.2,187.4,48.6,37.0,20.9,3.0,0,0,1,0,0,0,1,0
200.4,180.7,217.8,60.1,54.9,54.0,2.4,0,1,1,0,1,1,1,0
204.3,195.1,212.9,78.2,67.6,59.7,2.2,0,0,1,0,1,1,1,0
210.0,202.8,219.0,40.4,56.8,66.1,3.0,0,0,1,0,1,1,1,0
206.0,194.3,192.3,73.2,7.9,17.7,1.1,0,0,0,0,1,1,0,1
218.3,186.1,185.7,64.4,54.0,55.0,4.6,1,1,1,0,1,1,1,0
213.8,194.6,211.6,34.4,25.1,30.2,3.5,1,0,1,0,0,0,1,1
196.7,217.7,213.2,113.6,20.7,34.1,3.6,0,1,1,1,0,0,1,1
204.4,191.7,192.1,16.5,38.9,22.9,4.9,0,0,0,0,0,0,1,0
185.7,220.0,180.9,0.9,61.7,58.2,2.7,1,1,1,1,1,1,1,1
202.9,185.0,210.0,32.5,44.2,65.0,1.5,0,1,0,0,0,1,0,1
216.1,186.3,189.0,118.5,24.8,13.2,4.5,1,1,1,1,0,1,1,1
184.6,180.5,203.9,48.8,13.9,26.5,1.3,1,1,0,0,1,0,0,0
194.1,211.3,213.0,25.1,39.7,32.7,1.7,0,1,1,0,0,0,0,0
210.2,181.8,189.0,55.0,47.1,20.0,3.0,1,1,1,0,0,0,1,1
183.6,188.7,213.8,45.3,19.9,65.4,4.8,1,1,1,0,1,1,1,0
192.6,198.6,197.7,45.5,55.5,41.1,4.4,0,0,0,0,1,0,1,0
202.0,190.4,185.8,38.2,40.8,39.8,2.5,0,0,1,0,0,0,1,0
183.2,189.1,214.8,21.2,63.2,12.3,1.0,1,1,1,0,1,1,0,0
203.8,214.1,219.9,70.7,34.3,56.7,2.1,0,1,1,0,0,1,1,0
203.6,212.6,197.9,46.2,44.6,52.0,3.5,0,1,0,0,0,1,1,0
205.4,203.8,214.7,110.9,42.7,23.5,1.8,0,0,1,1,0,0,0,1
192.8,206.2,198.1,49.3,62.0,59.3,3.4,0,0,0,0,1,1,1,0
201.7,210.3,190.8,118.6,27.0,68.7,4.6,0,1,0,1,0,1,1,0
188.5,192.5,201.8,101.4,55.1,14.5,3.1,1,0,0,1,1,1,1,1
180.2,180.1,186.7,40.4,38.9,39.0,2.5,1,1,1,0,0,0,1,0
215.8,205.7,199.1,91.8,47.3,50.1,1.7,1,0,0,0,0,1,0,1
216.3,211.2,184.1,54.7,27.2,60.2,3.6,1,1,1,0,0,1,1,1
217.7,199.9,218.8,59.9,34.5,36.4,4.6,1,0,1,0,0,0,1,0
190.8,201.0,181.5,114.8,5.9,41.8,4.1,0,0,1,1,1,0,1,1
217.0,205.1,184.4,103.6,32.4,63.7,1.8,1,0,1,1,0,1,0,1
215.5,204.0,200.3,74.3,44.2,60.5,4.1,1,0,0,0,0,1,1,1
217.8,206.5,193.1,50.4,21.7,34.7,1.2,1,0,0,0,0,0,0,0
194.2,190.8,211.8,94.3,56.1,39.9,3.5,0,0,1,0,1,0,1,0
205.6,207.8,209.3,57.5,23.3,29.5,3.4,0,0,0,0,0,0,1,0
195.9,195.1,200.2,17.3,26.7,20.8,2.9,0,0,0,0,0,0,1,1
196.3,214.0,183.7,64.0,27.2,30.3,1.4,0,1,1,0,0,0,0,0
219.7,207.1,199.3,5.0,41.1,56.2,4.3,1,0,0,1,0,1,1,0
195.7,216.1,183.1,4.6,38.8,36.5,2.5,0,1,1,1,0,0,1,1
209.4,212.2,217.8,23.7,15.2,23.4,2.2,0,1,1,0,1,0,1,1
199.7,214.5,194.9,74.7,44.3,20.0,1.3,0,1,0,0,0,0,0,1
218.8,209.2,184.8,33.6,56.0,66.6,1.0,1,0,1,0,1,1,0,0
188.8,212.7,198.2,38.5,25.1,47.8,2.6,1,1,0,0,0,0,1,0
215.6,209.0,212.8,19.4,69.2,24.7,1.8,1,0,1,0,1,0,0,1
198.5,196.0,185.8,51.8,50.8,33.8,4.6,0,0,1,0,1,0,1,1
213.8,195.6,205.5,96.2,39.5,42.7,0.6,1,0,0,0,0,0,0,0
197.3,205.6,219.5,75.2,48.2,65.9,3.4,0,0,1,0,0,1,1,1
186.1,205.4,198.3,81.2,34.6,59.7,1.2,1,0,0,0,0,1,0,0
206.9,201.8,184.6,25.2,14.2,46.4,2.0,0,0,1,0,1,0,0,0
194.0,211.4,201.5,51.1,36.9,30.1,1.0,0,1,0,0,0,0,0,0
189.5,217.0,206.5,107.2,62.3,50.7,3.2,1,1,0,1,1,1,1,0
216.2,207.0,208.5,39.2,12.2,20.0,0.5,1,0,0,0,1,0,0,0
204.8,201.7,184.1,67.9,5.1,29.2,3.6,0,0,1,0,1,0,1,1
208.7,198.7,202.5,72.2,11.1,22.8,2.2,0,0,0,0,1,0,1,0
187.4,184.8,182.0,74.7,20.0,29.9,0.3,1,1,1,0,0,0,0,0
212.7,212.8,213.1,89.1,63.3,26.9,0.4,1,1,1,0,1,0,0,0
197.0,183.1,200.9,107.0,14.5,65.5,3.3,0,1,0,1,1,1,1,1
209.1,181.7,201.4,98.8,12.4,43.9,1.4,0,1,0,0,1,0,0,1
187.3,182.5,204.3,105.0,7.9,18.5,4.8,1,1,0,1,1,1,1,1
201.5,180.1,189.4,6.4,34.0,48.6,3.8,0,1,1,1,0,0,1,0
183.5,207.1,216.7,101.1,12.9,43.2,2.8,1,0,1,1,1,0,1,1
210.4,202.1,208.9,97.7,18.3,22.6,4.6,1,0,0,0,1,0,1,0
194.6,205.8,197.7,91.9,64.0,61.6,0.3,0,0,0,0,1,1,0,1
186.4,193.7,183.7,23.6,29.0,45.4,2.3,1,0,1,0,0,0,1,0
203.3,203.6,212.5,102.2,24.1,26.7,3.9,0,0,1,1,0,0,1,0
214.4,211.7,185.1,106.6,37.3,46.9,4.3,1,1,1,1,0,0,1,1
187.5,197.6,182.6,40.5,64.4,23.8,0.8,1,0,1,0,1,0,0,1
183.7,180.2,180.2,37.9,34.5,18.0,0.2,1,1,1,0,0,1,0,1
193.1,194.2,206.4,28.7,59.5,50.1,0.8,0,0,0,0,1,1,0,1
206.9,216.4,200.8,13.6,22.2,41.5,3.0,0,1,0,0,0,0,1,0
211.9,217.1,213.5,67.9,61.8,54.6,2.4,1,1,1,0,1,1,1,0
190.0,216.5,198.2,49.4,18.8,62.6,2.2,0,1,0,0,1,1,1,1
193.5,185.8,213.3,79.1,33.3,58.2,2.8,0,1,1,0,0,1,1,0
191.8,213.6,200.1,9.0,22.6,37.6,4.4,0,1,0,1,0,0,1,0
215.7,206.8,203.5,118.5,34.5,46.7,2.8,1,0,0,1,0,0,1,0
199.7,209.3,211.2,22.4,67.9,51.4,1.0,0,0,1,0,1,1,0,1
186.1,211.4,208.7,14.4,45.0,34.0,2.1,1,1,0,0,0,0,1,0
219.6,205.6,208.9,33.7,12.2,40.7,3.9,1,0,0,0,1,0,1,1
195.2,189.6,209.6,76.0,31.2,66.8,3.3,0,1,0,0,0,1,1,0
216.9,199.1,208.2,19.8,42.7,46.9,1.9,1,0,0,0,0,0,0,0
216.4,214.6,180.1,5.7,15.5,68.0,2.4,1,1,1,1,1,1,1,1
193.3,196.0,218.9,52.3,34.4,51.8,3.1,0,0,1,0,0,1,1,1
198.2,187.3,187.2,90.5,37.3,58.0,2.2,0,1,1,0,0,1,1,1
185.9,209.3,182.3,27.1,41.6,57.7,0.6,1,0,1,0,0,1,0,0
182.4,184.3,189.1,23.5,42.8,21.1,1.0,1,1,1,0,0,0,0,0
202.5,205.6,210.4,21.9,65.3,26.2,4.9,0,0,1,0,1,0,1,0
206.4,187.8,196.4,90.4,53.9,69.4,3.2,0,1,0,0,1,1,1,0
201.9,180.5,191.5,56.9,21.1,65.5,2.7,0,1,0,0,0,1,1,0
216.8,213.6,181.3,62.4,10.5,18.3,3.3,1,1,1,0,1,1,1,1
195.2,203.5,192.0,75.0,51.2,21.3,2.2,0,0,0,0,1,0,1,0
211.9,200.4,185.0,45.4,21.9,45.6,3.3,1,0,1,0,0,0,1,1
202.5,189.8,219.9,64.8,20.7,12.4,1.1,0,1,1,0,0,1,0,0
181.9,185.9,201.0,76.8,52.3,17.3,3.1,1,1,0,0,1,1,1,0
200.7,187.9,215.3,20.1,7.1,30.2,3.0,0,1,1,0,1,0,1,0
210.0,202.4,191.7,103.5,45.3,38.6,3.7,0,0,0,1,0,0,1,1
193.7,191.9,192.4,113.3,5.1,54.5,3.1,0,0,0,1,1,1,1,0
184.2,183.4,188.0,67.4,49.1,17.1,0.4,1,1,1,0,0,1,0,0
219.1,195.8,214.2,108.9,52.2,59.2,1.8,1,0,1,1,1,1,0,0
206.5,195.9,203.1,87.7,49.9,48.2,2.6,0,0,0,0,0,0,1,1
216.8,188.1,181.2,92.0,64.6,49.4,3.7,1,1,1,0,1,0,1,0
215.6,192.8,195.7,1.5,61.6,68.5,4.4,1,0,0,1,1,1,1,1
206.0,192.0,181.9,44.4,22.5,19.7,4.9,0,0,1,0,0,1,1,1
203.1,183.2,181.0,21.1,5.2,69.0,1.4,0,1,1,0,1,1,0,1
193.1,189.5,191.5,97.9,11.8,24.6,4.1,0,1,0,0,1,0,1,1
196.6,194.6,180.3,99.0,47.2,45.7,0.2,0,0,1,0,0,0,0,1
